36044	0	13884	1
39060	0	9516	1
39060	0	12097	1
32447	0	13882	1
39060	0	6533	1
29243	0	11695	1
29243	0	15087	1
39060	0	5357	1
46795	0	20269	1
44719	0	11663	1
37020	0	18934	1
39060	0	24006	1
37020	0	2611	1
32447	0	8568	1
44719	0	21267	1
39060	0	3470	1
39060	0	14561	1
36044	0	19981	1
38671	0	15639	1
29243	0	17635	1
29243	0	22710	1
44719	0	8017	1
37020	0	8017	1
32447	0	10004	1
29243	0	12456	1
44719	0	18147	1
38671	0	367	1
47576	0	6995	1
44719	0	6995	1
35129	0	9523	1
29243	0	19773	1
39060	0	9231	1
39060	0	20502	1
46795	0	5869	1
39060	0	2215	1
44719	0	24452	1
46795	0	10352	1
36044	0	10687	1
37020	0	10687	1
32447	0	10687	1
39060	0	23349	1
37020	0	3435	1
36044	0	14823	1
36044	0	16907	1
37020	0	16907	1
44719	0	3002	1
37020	0	5429	1
39060	0	22049	1
44719	0	24342	1
36044	0	23131	1
36044	0	21275	1
36044	0	8869	1
32447	0	8869	1
44719	0	10275	1
44719	0	16677	1
38671	0	8553	1
35129	0	10040	1
32447	0	13212	1
37020	0	3930	1
29243	0	6665	1
39060	0	13725	1
47576	0	23493	1
38671	0	14676	1
47576	0	13259	1
29243	0	4404	1
29243	0	17969	1
36044	0	19209	1
39060	0	17872	1
39060	0	13908	1
47576	0	6521	1
44719	0	16916	1
47576	0	19485	1
37020	0	19485	1
38671	0	21504	1
47576	0	18064	1
37020	0	18064	1
39060	0	9863	1
36044	0	1032	1
29243	0	18071	1
47576	0	24769	1
46795	0	20241	1
44719	0	15702	1
37020	0	17658	1
36044	0	12537	1
32447	0	12537	1
46795	0	23865	1
39060	0	23061	1
39060	0	23721	1
44719	0	13319	1
39060	0	19835	1
32447	0	20304	1
39060	0	3138	1
39060	0	15725	1
38671	0	21736	1
39060	0	24004	1
38671	0	24004	1
39060	0	926	1
35129	0	16923	1
38671	0	22983	1
39060	0	1177	1
29243	0	8621	1
44719	0	23589	1
37020	0	9762	1
39060	0	2103	1
29243	0	3401	1
39060	0	22414	1
39060	0	18339	1
36044	0	20279	1
36044	0	14887	1
32447	0	14887	1
37020	0	21188	1
44719	0	22206	1
44719	0	15208	1
39060	0	11714	1
44719	0	3595	1
36044	0	19488	1
36044	0	24699	1
39060	0	1027	1
44719	0	1027	1
38671	0	4040	1
47576	0	11500	1
39060	0	4978	1
29243	0	8190	1
29243	0	3100	1
38671	0	4036	1
47576	0	15910	1
44719	0	5276	1
39060	0	6481	1
39060	0	6240	1
44719	0	6240	1
39060	0	1716	1
44719	0	7267	1
47576	0	19834	1
37020	0	19834	1
39060	0	12257	1
44719	0	11717	1
36044	0	14395	1
36044	0	21342	1
37020	0	21342	1
36044	0	19921	1
36044	0	7720	1
38671	0	13560	1
39060	0	16608	1
44719	0	9133	1
39060	0	21843	1
46795	0	23223	1
39060	0	8155	1
39060	0	15323	1
38671	0	16006	1
32447	0	10994	1
39060	0	2078	1
44719	0	2078	1
46795	0	23927	1
38671	0	24279	1
29243	0	8490	1
29243	0	1575	1
39060	0	14674	1
36044	0	13889	1
44719	0	10995	1
37020	0	10015	1
44719	0	12397	1
37020	0	12397	1
39060	0	6461	1
38671	0	6461	1
39060	0	22749	1
47576	0	11458	1
38671	0	1508	1
46795	0	857	1
44719	0	14820	1
38671	0	23802	1
39060	0	22832	1
46795	0	6880	1
39060	0	23341	1
44719	0	17866	1
39060	0	13290	1
37020	0	4443	1
46795	0	22423	1
29243	0	5016	1
32447	0	16734	1
44719	0	19649	1
44719	0	913	1
36044	0	1708	1
47576	0	4805	1
29243	0	1079	1
44719	0	13151	1
29243	0	6964	1
29243	0	5370	1
39060	0	11065	1
36044	0	24233	1
32447	0	24233	1
37020	0	4181	1
38671	0	6224	1
36044	0	18917	1
44719	0	10611	1
39060	0	4248	1
36044	0	13469	1
46795	0	14347	1
29243	0	7493	1
36044	0	21755	1
32447	0	21755	1
36044	0	14802	1
37020	0	14802	1
32447	0	14802	1
46795	0	49	1
44719	0	18590	1
44719	0	7865	1
37020	0	23218	1
47576	0	6459	1
36044	0	21440	1
44719	0	16467	1
37020	0	16467	1
36044	0	21948	1
39060	0	17854	1
44719	0	17854	1
39060	0	5999	1
36044	0	23488	1
38671	0	16984	1
32447	0	4692	1
32447	0	5437	1
39060	0	1870	1
44719	0	1870	1
39060	0	20651	1
36044	0	20822	1
37020	0	20822	1
39060	0	24480	1
39060	0	16049	1
38671	0	16049	1
36044	0	24981	1
36044	0	8995	1
32447	0	8995	1
36044	0	15665	1
39060	0	17678	1
44719	0	10458	1
46795	0	10504	1
44719	0	18664	1
39060	0	14450	1
29243	0	17588	1
38671	0	720	1
37020	0	3720	1
46795	0	7094	1
39060	0	10933	1
46795	0	19412	1
39060	0	20417	1
44719	0	20417	1
44719	0	4171	1
44719	0	10947	1
46795	0	7019	1
44719	0	6799	1
32447	0	24976	1
44719	0	16790	1
44719	0	23484	1
32447	0	17427	1
46795	0	3948	1
39060	0	4008	1
46795	0	22065	1
38671	0	5252	1
39060	0	9925	1
46795	0	1023	1
29243	0	7450	1
38671	0	8088	1
29243	0	3210	1
46795	0	280	1
36044	0	4161	1
39060	0	9605	1
47576	0	11079	1
44719	0	11079	1
29243	0	10744	1
39060	0	15973	1
39060	0	13031	1
39060	0	16868	1
44719	0	18857	1
46795	0	9289	1
39060	0	12806	1
39060	0	10580	1
44719	0	10115	1
39060	0	4475	1
36044	0	11525	1
37020	0	11525	1
32447	0	11525	1
39060	0	10103	1
36044	0	15736	1
35129	0	7562	1
39060	0	9758	1
37020	0	13000	1
39060	0	12610	1
39060	0	23136	1
39060	0	3780	1
39060	0	9503	1
39060	0	13017	1
37020	0	6785	1
39060	0	12640	1
39060	0	21674	1
44719	0	21674	1
39060	0	16746	1
44719	0	19692	1
47576	0	13834	1
46795	0	24416	1
46795	0	1985	1
39060	0	8389	1
39060	0	21781	1
47576	0	20396	1
47576	0	4424	1
38671	0	20686	1
38671	0	8937	1
38671	0	15199	1
37020	0	20129	1
46795	0	3892	1
39060	0	2362	1
32447	0	14264	1
29243	0	24923	1
47576	0	21833	1
47576	0	24702	1
44719	0	24702	1
36044	0	5040	1
37020	0	5040	1
38671	0	18213	1
39060	0	21414	1
32447	0	18545	1
39060	0	23263	1
39060	0	16771	1
47576	0	2327	1
36044	0	13525	1
39060	0	2615	1
39060	0	10861	1
36044	0	16581	1
47576	0	10497	1
29243	0	21650	1
29243	0	5397	1
38671	0	20219	1
36044	0	10387	1
37020	0	10387	1
32447	0	10387	1
39060	0	8463	1
47576	0	13261	1
39060	0	21111	1
38671	0	21111	1
47576	0	5118	1
35129	0	2598	1
44719	0	67	1
36044	0	1628	1
36044	0	12220	1
39060	0	18413	1
36044	0	20546	1
37020	0	20546	1
47576	0	24895	1
32447	0	11612	1
32447	0	7492	1
46795	0	20967	1
39060	0	4885	1
39060	0	24316	1
38671	0	7980	1
39060	0	10330	1
32447	0	16004	1
39060	0	17825	1
44719	0	17825	1
29243	0	5155	1
39060	0	23302	1
39060	0	22299	1
38671	0	9419	1
36044	0	19132	1
44719	0	10178	1
36044	0	13747	1
32447	0	13747	1
39060	0	9666	1
29243	0	10411	1
29243	0	4750	1
39060	0	15077	1
44719	0	15077	1
32447	0	2443	1
47576	0	19210	1
32447	0	972	1
37020	0	9483	1
47576	0	20799	1
29243	0	3835	1
44719	0	14872	1
39060	0	24148	1
29243	0	16204	1
29243	0	16854	1
39060	0	4973	1
39060	0	21972	1
36044	0	10618	1
36044	0	2699	1
32447	0	2699	1
38671	0	3374	1
47576	0	14123	1
37020	0	14123	1
29243	0	20128	1
29243	0	21395	1
29243	0	24403	1
37020	0	5575	1
47576	0	4919	1
36044	0	13166	1
29243	0	18350	1
38671	0	2506	1
37020	0	15408	1
39060	0	6710	1
44719	0	2801	1
29243	0	6857	1
39060	0	11391	1
38671	0	6199	1
38671	0	23237	1
44719	0	441	1
47576	0	20421	1
35129	0	17465	1
36044	0	1129	1
37020	0	1129	1
36044	0	10512	1
29243	0	15378	1
32447	0	7818	1
37020	0	13728	1
37020	0	2889	1
39060	0	14101	1
29243	0	11565	1
36044	0	9756	1
37020	0	9756	1
44719	0	1371	1
39060	0	24779	1
36044	0	3151	1
37020	0	3151	1
46795	0	11723	1
44719	0	24820	1
35129	0	17187	1
39060	0	3904	1
44719	0	3904	1
29243	0	19578	1
47576	0	19730	1
44719	0	20276	1
39060	0	5561	1
44719	0	5561	1
46795	0	20663	1
47576	0	20178	1
44719	0	20178	1
39060	0	2859	1
38671	0	9380	1
39060	0	6398	1
44719	0	6398	1
44719	0	17810	1
39060	0	10078	1
36044	0	4303	1
46795	0	14060	1
39060	0	78	1
39060	0	3657	1
29243	0	8815	1
35129	0	21457	1
39060	0	5688	1
44719	0	19039	1
39060	0	13036	1
44719	0	4131	1
37020	0	4131	1
46795	0	8094	1
36044	0	21551	1
46795	0	7465	1
44719	0	5492	1
38671	0	14059	1
46795	0	24729	1
44719	0	20280	1
44719	0	19133	1
38671	0	17362	1
38671	0	17038	1
32447	0	6762	1
36044	0	15178	1
46795	0	3508	1
29243	0	17640	1
38671	0	19731	1
47576	0	962	1
38671	0	12980	1
37020	0	11853	1
36044	0	12701	1
44719	0	10310	1
37020	0	19021	1
37020	0	14640	1
39060	0	21446	1
